,id,aeroplane_cnt,bicycle_cnt,bird_cnt,boat_cnt,bottle_cnt,bus_cnt,car_cnt,cat_cnt,chair_cnt,cow_cnt,diningtable_cnt,dog_cnt,horse_cnt,motorbike_cnt,person_cnt,pottedplant_cnt,sheep_cnt,sofa_cnt,train_cnt,tvmonitor_cnt
48,2007_001709,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
49,2007_001724,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
50,2007_001764,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
51,2007_001825,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
52,2007_001834,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
53,2007_001857,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,2007_001872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55,2007_001901,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
56,2007_001917,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,2007_001960,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
58,2007_002024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
59,2007_002055,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
60,2007_002088,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61,2007_002099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2007_002105,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
63,2007_002107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,2007_002120,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
65,2007_002142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66,2007_002198,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,2007_002212,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,2007_002216,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,2007_002227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
70,2007_002234,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,2007_002273,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
72,2007_002281,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
73,2007_002293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
74,2007_002361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
75,2007_002368,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
76,2007_002370,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
77,2007_002403,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
78,2007_002462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79,2007_002488,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
80,2007_002545,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
81,2007_002611,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
82,2007_002639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83,2007_002668,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
84,2007_002669,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
85,2007_002760,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
86,2007_002789,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
87,2007_002845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
88,2007_002895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
89,2007_002896,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,2007_002914,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
91,2007_002953,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
92,2007_002954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
93,2007_002967,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
94,2007_003000,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,2007_003118,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
96,2007_003178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
97,2007_003189,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
98,2007_003190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
99,2007_003191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
100,2007_003205,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
101,2007_003207,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,2007_003251,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
103,2007_003267,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,2007_003286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
105,2007_003330,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,2007_003431,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
107,2007_003451,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
108,2007_003525,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
109,2007_003529,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
110,2007_003541,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
111,2007_003565,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,2007_003580,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
113,2007_003593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
114,2007_003604,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
115,2007_003668,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
116,2007_003715,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,2007_003778,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
118,2007_003788,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
119,2007_003815,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
120,2007_003876,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,2007_003889,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
122,2007_003910,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
123,2007_004003,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
124,2007_004009,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,2007_004065,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
126,2007_004081,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
127,2007_004166,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
128,2007_004289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
129,2007_004291,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
130,2007_004328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
131,2007_004423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
132,2007_004459,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
133,2007_004476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
134,2007_004481,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
135,2007_004500,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
136,2007_004537,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
137,2007_004627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
138,2007_004663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
139,2007_004705,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
140,2007_004707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
141,2007_004768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
142,2007_004769,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
143,2007_004810,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
144,2007_004830,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
145,2007_004841,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,2007_004948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
147,2007_004951,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
148,2007_004988,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,2007_004998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
150,2007_005043,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,2007_005064,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
152,2007_005086,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
153,2007_005124,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
154,2007_005130,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,2007_005144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
156,2007_005210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
157,2007_005212,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
158,2007_005227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
159,2007_005248,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
160,2007_005262,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
161,2007_005264,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,2007_005266,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
163,2007_005273,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
164,2007_005314,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,2007_005360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
166,2007_005368,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
167,2007_005430,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
168,2007_005647,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
169,2007_005688,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
170,2007_005702,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
171,2007_005790,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
172,2007_005797,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
173,2007_005859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
174,2007_005878,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,2007_005902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
176,2007_005951,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
177,2007_005988,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
178,2007_005989,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
179,2007_006004,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
180,2007_006066,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
181,2007_006134,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
182,2007_006136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
183,2007_006151,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
184,2007_006212,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,2007_006232,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,2007_006254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
187,2007_006281,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,2007_006303,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
189,2007_006317,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
190,2007_006400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
191,2007_006409,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
192,2007_006445,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
193,2007_006477,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
194,2007_006483,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
195,2007_006490,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
196,2007_006530,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
197,2007_006581,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
198,2007_006585,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
199,2007_006605,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
200,2007_006615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
201,2007_006641,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
202,2007_006660,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
203,2007_006661,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
204,2007_006673,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,2007_006699,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
206,2007_006704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
207,2007_006803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
208,2007_006832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
209,2007_006865,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,2007_006899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
211,2007_006900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
212,2007_006944,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
213,2007_007003,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
214,2007_007021,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
215,2007_007048,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
216,2007_007098,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
217,2007_007154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
218,2007_007230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
219,2007_007250,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
220,2007_007355,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
221,2007_007387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
222,2007_007398,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
223,2007_007415,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
224,2007_007432,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
225,2007_007447,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
226,2007_007480,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
227,2007_007481,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,2007_007523,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,2007_007530,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
230,2007_007585,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
231,2007_007591,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
232,2007_007621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
233,2007_007649,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
234,2007_007698,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,2007_007726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
236,2007_007772,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
237,2007_007773,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,2007_007783,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
239,2007_007878,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
240,2007_007890,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
241,2007_007891,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
242,2007_007902,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
243,2007_007908,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,2007_007930,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
245,2007_007947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
246,2007_007948,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
247,2007_008043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
248,2007_008072,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
249,2007_008085,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,2007_008140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
251,2007_008142,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
252,2007_008203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
253,2007_008218,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
254,2007_008219,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
255,2007_008307,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
256,2007_008403,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
257,2007_008407,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
258,2007_008468,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
259,2007_008526,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
260,2007_008571,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,2007_008575,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
262,2007_008714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
263,2007_008764,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
264,2007_008778,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
265,2007_008801,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
266,2007_008821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
267,2007_008927,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
268,2007_008932,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
269,2007_008945,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
270,2007_008948,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
271,2007_008994,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
272,2007_009030,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273,2007_009052,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
274,2007_009082,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
275,2007_009139,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
276,2007_009209,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
277,2007_009216,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
278,2007_009295,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
279,2007_009322,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
280,2007_009327,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
281,2007_009348,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,2007_009422,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283,2007_009435,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
284,2007_009436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
